Id,Action
1,0.8903765681110006
2,0.9756997508697761
3,0.9534855606493629
4,0.9469399001445292
5,0.9959779103150603
6,0.9625986423450275
7,0.98930871326269
8,0.95802071615162665
9,0.9068012491639423
10,0.9536205447361366
11,0.8414050902161295
12,0.9572303248605425
13,0.9517269368014158
14,0.913849886255401
15,0.9590618666837382
16,0.9782302386104796
17,0.9012698721371015
18,0.8914615740090868
19,0.981279977336542
20,0.8998004939887593
21,0.9844890067212174
22,0.9769970454541936
23,0.9491429340930799
24,0.9664565622633772
25,0.9671148473190647
26,0.9408183550715731
27,0.9616680577044093
28,0.9197447881213361
29,0.9430298503651107
30,0.9535142498097908
31,0.9805742608019503
32,0.9494143128457475
33,0.9676864964783872
34,0.98930871326269
35,0.9805742608019503
36,0.9341143059028384
37,0.9840531837882542
38,0.9924043832849665
39,0.906444999275847
40,0.9540446756734531
41,0.8654176802164162
42,0.9124702371401945
43,0.9551251984769924
44,0.9856846808947192
45,0.9444071519313981
46,0.9532985239174057
47,0.9672488119813241
48,0.9161350326292139
49,0.997912422110575
50,0.9632087851244179
51,0.9811523122039278
52,0.9830402605067046
53,0.9800706753213861
54,0.9806150955089283
55,0.8656669956067526
56,0.8903765681110006
57,0.9708499866130067
58,0.9755151398202615
59,0.9695637351607524
60,0.9124702371401945
61,0.9644443088643142
62,0.9659226598103686
63,0.9480133890935232
64,0.9693760947977764
65,0.9896440128910594
66,0.9736917442965652
67,0.9128138174547092
68,0.9806439966853573
69,0.9255256283293581
70,0.8723212003586548
71,0.931155080290916
72,0.9726448065542516
73,0.9671148473190647
74,0.9788472002641928
75,0.9672488119813241
76,0.9743636627203599
77,0.9590890832309167
78,0.8701244180872508
79,0.9305328205499023
80,0.960109242480691
81,0.9546580278618367
82,0.9780418705285432
83,0.9663947384385747
84,0.9858676983664708
85,0.9328173204614629
86,0.9468668602583262
87,0.9450293369040703
88,0.9644411331162959
89,0.9463190724594358
90,0.9582321055571568
91,0.9494143128457475
92,0.9510801045033124
93,0.9824573845234498
94,0.8129612943661336
95,0.9727034339729942
96,0.9157673192308892
97,0.8414050902161295
98,0.962479533262823
99,0.9736917442965652
100,0.9691931182963102
101,0.9504569815038877
102,0.9476285611536358
103,0.9071058377247454
104,0.9068012491639423
105,0.7976393580173794
106,0.9918593205120925
107,0.9640208268659897
108,0.8987717357709262
109,0.9820222581398622
110,0.9723102782551548
111,0.8414050902161295
112,0.9847291607487029
113,0.9329172204782562
114,0.9481535053241779
115,0.953181106999723
116,0.9805742608019503
117,0.9805742608019503
118,0.9632582929685136
119,0.9879659588494152
120,0.9514828063586059
121,0.9582321055571568
122,0.9212183987473198
123,0.9501461855533531
124,0.9504203595074738
125,0.9305328205499023
126,0.9355150545860935
127,0.8707356277991373
128,0.8499004773185862
129,0.9163214729469892
130,0.9695104025214795
131,0.9869651187366238
132,0.9670928731483351
