Id,Action
1,0.7265361120551941
2,0.9736897085953723
3,0.9945848521004711
4,0.9437157984494684
5,0.9966256604447237
6,0.9967629281593978
7,0.9881328410018456
8,0.9950578819262923
9,0.6313898601519687
10,0.9749623460272002
11,0.9868282624636504
12,0.9333833215790748
13,0.9373507891888468
14,0.7798792579264793
15,0.9663099956884627
16,0.9830171341765139
17,0.9256683010242706
18,0.8927201471910533
19,0.9828184589307316
20,0.9824600815376301
21,0.9984694797636812
22,0.9536638023581122
23,0.8277800385587336
24,0.9571835451834162
25,0.935130101473118
26,0.9714064958456653
27,0.9208115201114693
28,0.6246524524144467
29,0.9848098129010967
30,0.8931532553716277
31,0.9654506991352997
32,0.9651222188885445
33,0.9713409214050607
34,0.9721209751248012
35,0.9490426669795986
36,0.9849524374441937
37,0.9635597400789978
38,0.9935056874115721
39,0.872116130552389
40,0.8598297855588388
41,0.9405482126286296
42,0.9903836069592978
43,0.965769314418012
44,0.9721312208825735
45,0.9633007204100403
46,0.9667245694624073
47,0.995974514885508
48,0.9349232251866518
49,0.996511016715723
50,0.9804862642841654
51,0.9869654685028286
52,0.9783387865427936
53,0.9781740754564723
54,0.9719516495251982
55,0.9537678874576597
56,0.9024142696105791
57,0.967486439742245
58,0.997421541463403
59,0.9626666072623243
60,0.9841556938488826
61,0.9943255658076686
62,0.979298064729718
63,0.9599809801991028
64,0.990052951351844
65,0.9955275795472781
66,0.9831231065361018
67,0.904298472647917
68,0.9761226815891413
69,0.9542775010282963
70,0.7690785585373345
71,0.942563284219391
72,0.9820577389575722
73,0.9685133283976302
74,0.9897936105111493
75,0.9778396189169212
76,0.977161379227694
77,0.9941667167546201
78,0.9317396251088559
79,0.8425316613594666
80,0.9954531020794691
81,0.9901556488499313
82,0.9831827654182151
83,0.9816257621670639
84,0.9891750414592035
85,0.9654263899917149
86,0.9254480450442543
87,0.9218043909527343
88,0.9950958798970225
89,0.9807281266950147
90,0.9627721611370077
91,0.9787492084532136
92,0.9307421122267934
93,0.9966937239887521
94,0.8824101705569002
95,0.9961108019611162
96,0.9566763268595798
97,0.7924090419224192
98,0.9713134751126533
99,0.9884666679722126
100,0.9862265454696747
101,0.9655805492516423
102,0.6728524731664987
103,0.9726654343087234
104,0.9120561980317947
105,0.8576892670244854
106,0.9939333586230605
107,0.9918245250106315
108,0.9144497217766245
109,0.9789890757899535
110,0.9743717975857029
111,0.8926228197488785
112,0.9455698521079372
113,0.9744132967472965
114,0.9956319868308859
115,0.9533549903801865
116,0.9519167595011097
117,0.9759686076558289
118,0.9905536285630298
119,0.9995177545409394
120,0.9882049896567296
121,0.9882594201066358
122,0.9838088437029214
123,0.882697606361881
124,0.9675853911888584
125,0.995793764704692
126,0.8756942858373844
127,0.642560816377682
128,0.9531149087238368
129,0.9135561947635348
130,0.8959274567195947
131,0.9944906907117348
132,0.9691914064451328
133,0.967329559248652
134,0.8618740048095681
135,0.9929412691946323
136,0.8697489291577665
137,0.9849304043396427
138,0.9684334470238798
139,0.8847077241781325
140,0.9729420369446566
141,0.9958657563562554
142,0.8909158237539507
143,0.9853923207797725
144,0.9778905711272973
145,0.997516512853933
146,0.8858201592237192
147,0.6278693211143709
148,0.9420689281923103
149,0.992949528840813
150,0.9681475581201151
151,0.9783040444582848
152,0.9832686726548917
153,0.9771450127358426
154,0.9309127514597421
155,0.9545398942175077
156,0.9790105832951417
157,0.9818377120178926
158,0.9241290619184377
159,0.9933935403845008
160,0.9181355745065389
161,0.6335235113787009
162,0.9898018671320429
163,0.9831723689300589
164,0.9810813486674325
165,0.9799708878108542
166,0.9948592642578343
167,0.9527276161186584
168,0.9895168043757658
169,0.9233237772844222
170,0.9877795919996786
171,0.97929401799764
172,0.9602989909451514
173,0.9713116682464977
174,0.9896588467030943
175,0.97788015301661
176,0.9817574961622864
177,0.9092076896304089
178,0.9958827585145692
179,0.9979770108686673
180,0.6278693211143709
181,0.5053438515522278
182,0.8959274567195947
183,0.9578956679813844
184,0.9325354311876886
185,0.9750911865975026
186,0.7497709797369938
187,0.9919935217858943
188,0.9463438459794767
189,0.8626883372697798
190,0.9701885296043115
191,0.9991494545228423
192,0.9644895834270423
193,0.9989597674315761
194,0.9850559557126227
195,0.9668055056816337
196,0.9988750906412778
197,0.9798368038264331
198,0.9539841169274518
199,0.9658671122242855
200,0.577797177117988
201,0.9567887495838815
202,0.9512208623770018
203,0.9049972269359532
204,0.9467456502769603
205,0.9856636785416264
206,0.9842377568399159
207,0.9809596471787126
208,0.9598791785218856
209,0.8949957634101918
210,0.9829561559323535
211,0.9696078514654156
212,0.9198140005565415
213,0.9955602130196854
214,0.8959326624037541
215,0.9914898752950889
216,0.9585771602041251
217,0.9655876261309911
218,0.9917568606907122
219,0.9904584043423138
220,0.9399731652850044
221,0.8941020091434535
222,0.9949076058796184
223,0.9879610519024343
224,0.8955299854218266
225,0.9884057608511823
226,0.9347827721357703
227,0.8753623275343615
228,0.9251623196553419
229,0.9968211727002574
230,0.9845784585174193
231,0.9623761306132005
232,0.8908829115141573
233,0.9608974250213516
234,0.8860009701347056
235,0.9675131949243628
236,0.8957942191893594
237,0.983861769422137
238,0.9511201363213907
239,0.960301005036108
240,0.985896480770367
241,0.9547605239518375
242,0.777410040482064
243,0.9191190915943774
244,0.9953599995766135
245,0.8644620866269257
246,0.989152717217532
247,0.9695335212565337
248,0.9691606426819218
249,0.9877551002184538
250,0.9873271842208009
251,0.9934700187382017
252,0.9566566678933186
253,0.9940001023528633
254,0.9792183094629964
255,0.9949254755234714
256,0.9644100629996449
257,0.9746813808738604
258,0.841668788362108
259,0.9053451653125917
260,0.9993161637618065
261,0.9875497684227194
262,0.9482945520578021
263,0.9609169203488657
264,0.9877618122422602
265,0.975813215022487
266,0.9598791785218856
267,0.9428290508113322
268,0.9761605088200549
269,0.9877551002184538
